date,office,candidate,party,reporting_level,jurisdiction,county,votes,percentage
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,566I LEWIS ST. CHURCH OF CHRIST,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,567J COUNTY EXTENSION SERVICE,Pulaski County,10,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,567J COUNTY EXTENSION SERVICE,Pulaski County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,567J COUNTY EXTENSION SERVICE,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,567J COUNTY EXTENSION SERVICE,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,587L / 687J/ 687D BULLOCK TEMPLE CHURCH,Pulaski County,14,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,587L / 687J/ 687D BULLOCK TEMPLE CHURCH,Pulaski County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,587L / 687J/ 687D BULLOCK TEMPLE CHURCH,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,587L / 687J/ 687D BULLOCK TEMPLE CHURCH,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,657H / 957B 1ST MISS. BAPTIST (CALHOUN),Pulaski County,10,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,657H / 957B 1ST MISS. BAPTIST (CALHOUN),Pulaski County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,657H / 957B 1ST MISS. BAPTIST (CALHOUN),Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,657H / 957B 1ST MISS. BAPTIST (CALHOUN),Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,667I / 967D DUNBAR REC. CENTER,Pulaski County,16,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,667I / 967D DUNBAR REC. CENTER,Pulaski County,11,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,667I / 967D DUNBAR REC. CENTER,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,667I / 967D DUNBAR REC. CENTER,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,687B FRANKLIN ELEMENTARY,Pulaski County,10,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,687B FRANKLIN ELEMENTARY,Pulaski County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,687B FRANKLIN ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,687B FRANKLIN ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,687C HOOVER UMC,Pulaski County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,687C HOOVER UMC,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,687C HOOVER UMC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,687C HOOVER UMC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,687F / 967C ARKANSAS ARTS CENTER,Pulaski County,11,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,687F / 967C ARKANSAS ARTS CENTER,Pulaski County,6,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,687F / 967C ARKANSAS ARTS CENTER,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,687F / 967C ARKANSAS ARTS CENTER,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,687K GREATER ARCHVIEW BAPTIST,Pulaski County,16,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,687K GREATER ARCHVIEW BAPTIST,Pulaski County,14,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,687K GREATER ARCHVIEW BAPTIST,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,687K GREATER ARCHVIEW BAPTIST,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,697G / 997A NATH. HILL COMM. COMP.,Pulaski County,1,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,697G / 997A NATH. HILL COMM. COMP.,Pulaski County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,697G / 997A NATH. HILL COMM. COMP.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,697G / 997A NATH. HILL COMM. COMP.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,717I / 917B / 957G METROPOLITAN CAREER CNTR.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,717I / 917B / 957G METROPOLITAN CAREER CNTR.,Pulaski County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,717I / 917B / 957G METROPOLITAN CAREER CNTR.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,717I / 917B / 957G METROPOLITAN CAREER CNTR.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,726E CLOVERDALE JR. HIGH,Pulaski County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,726E CLOVERDALE JR. HIGH,Pulaski County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,726E CLOVERDALE JR. HIGH,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,726E CLOVERDALE JR. HIGH,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,726F MEADOWCLIFF ELEMENTARY,Pulaski County,13,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,726F MEADOWCLIFF ELEMENTARY,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,726F MEADOWCLIFF ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,726F MEADOWCLIFF ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,726J MABELVALE UMC,Pulaski County,12,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,726J MABELVALE UMC,Pulaski County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,726J MABELVALE UMC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,726J MABELVALE UMC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,726K / 726L L.R. FIRE STATION #18,Pulaski County,3,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,726K / 726L L.R. FIRE STATION #18,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,726K / 726L L.R. FIRE STATION #18,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,726K / 726L L.R. FIRE STATION #18,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,756G / 757H WAKEFIELD ELEMENTARY,Pulaski County,4,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,756G / 757H WAKEFIELD ELEMENTARY,Pulaski County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,756G / 757H WAKEFIELD ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,756G / 757H WAKEFIELD ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,816B ST. THERESAS CATHOLIC,Pulaski County,6,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,816B ST. THERESAS CATHOLIC,Pulaski County,9,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,816B ST. THERESAS CATHOLIC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,816B ST. THERESAS CATHOLIC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,817C PARKVIEW CHRISTIAN,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,817C PARKVIEW CHRISTIAN,Pulaski County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,817C PARKVIEW CHRISTIAN,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,817C PARKVIEW CHRISTIAN,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,817D BASELINE ELEMENTARY,Pulaski County,6,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,817D BASELINE ELEMENTARY,Pulaski County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,817D BASELINE ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,817D BASELINE ELEMENTARY,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,817E ARCH STREET VOL. FIRE DEPT.,Pulaski County,23,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,817E ARCH STREET VOL. FIRE DEPT.,Pulaski County,10,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,817E ARCH STREET VOL. FIRE DEPT.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,817E ARCH STREET VOL. FIRE DEPT.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,817F / 957J MILLS HIGH SCHOOL,Pulaski County,9,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,817F / 957J MILLS HIGH SCHOOL,Pulaski County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,817F / 957J MILLS HIGH SCHOOL,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,817F / 957J MILLS HIGH SCHOOL,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,817H NEW HAVEN UMC,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,817H NEW HAVEN UMC,Pulaski County,6,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,817H NEW HAVEN UMC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,817H NEW HAVEN UMC,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,826A TEMPLE OF RESTORATION,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,826A TEMPLE OF RESTORATION,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,826A TEMPLE OF RESTORATION,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,826A TEMPLE OF RESTORATION,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,857G / 917A / 957L WRIGHTSVILLE CITY HALL,Pulaski County,10,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,857G / 917A / 957L WRIGHTSVILLE CITY HALL,Pulaski County,7,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,857G / 917A / 957L WRIGHTSVILLE CITY HALL,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,857G / 917A / 957L WRIGHTSVILLE CITY HALL,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,909M / 909N PLANTATION AGRI. MUSEUM,Pulaski County,12,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,909M / 909N PLANTATION AGRI. MUSEUM,Pulaski County,15,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,909M / 909N PLANTATION AGRI. MUSEUM,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,909M / 909N PLANTATION AGRI. MUSEUM,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,957H PILGRIMS REST BAPTIST,Pulaski County,8,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,957H PILGRIMS REST BAPTIST,Pulaski County,12,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,957H PILGRIMS REST BAPTIST,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,957H PILGRIMS REST BAPTIST,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,957I COLLEGE STATION COMM. CTR.,Pulaski County,13,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,957I COLLEGE STATION COMM. CTR.,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,957I COLLEGE STATION COMM. CTR.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,957I COLLEGE STATION COMM. CTR.,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,957K L.R. FIRE STATION #4,Pulaski County,11,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,957K L.R. FIRE STATION #4,Pulaski County,1,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,957K L.R. FIRE STATION #4,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,957K L.R. FIRE STATION #4,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,335E LITTLE ROCK FIRE STATION #20,Pulaski County,16,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,335E LITTLE ROCK FIRE STATION #20,Pulaski County,17,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,335E LITTLE ROCK FIRE STATION #20,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,335E LITTLE ROCK FIRE STATION #20,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,565B SECOND BAPTIST CHURCH,Pulaski County,10,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,565B SECOND BAPTIST CHURCH,Pulaski County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,565B SECOND BAPTIST CHURCH,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,565B SECOND BAPTIST CHURCH,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,666A / 686A L.R. ADULT EDUCATION CENTER,Pulaski County,5,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,666A / 686A L.R. ADULT EDUCATION CENTER,Pulaski County,6,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,666A / 686A L.R. ADULT EDUCATION CENTER,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,666A / 686A L.R. ADULT EDUCATION CENTER,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,EARLY VOTE -PC COURTHOUSE,Pulaski County,59,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,EARLY VOTE -PC COURTHOUSE,Pulaski County,52,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,EARLY VOTE -PC COURTHOUSE,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,EARLY VOTE -PC COURTHOUSE,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,ABSENTEE,Pulaski County,176,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,ABSENTEE,Pulaski County,140,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,ABSENTEE,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,ABSENTEE,Pulaski County,15,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,AUTHORIZED CHALLENGED/ OVERSEAS,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,AUTHORIZED CHALLENGED/ OVERSEAS,Pulaski County,1,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,AUTHORIZED CHALLENGED/ OVERSEAS,Pulaski County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,AUTHORIZED CHALLENGED/ OVERSEAS,Pulaski County,1,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,001 Baker and Dalton,Randolph County,20,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,001 Baker and Dalton,Randolph County,13,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,001 Baker and Dalton,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,001 Baker and Dalton,Randolph County,1,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,002 Bristow,Randolph County,12,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,002 Bristow,Randolph County,7,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,002 Bristow,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,002 Bristow,Randolph County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,003 Butler and Spring River,Randolph County,10,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,003 Butler and Spring River,Randolph County,20,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,003 Butler and Spring River,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,003 Butler and Spring River,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,004 Columbia,Randolph County,42,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,004 Columbia,Randolph County,21,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,004 Columbia,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,004 Columbia,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,005 Current River,Randolph County,25,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,005 Current River,Randolph County,28,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,005 Current River,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,005 Current River,Randolph County,15,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,006 Elevenpoint,Randolph County,19,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,006 Elevenpoint,Randolph County,9,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,006 Elevenpoint,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,006 Elevenpoint,Randolph County,3,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,007 Foster and Ingram,Randolph County,60,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,007 Foster and Ingram,Randolph County,27,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,007 Foster and Ingram,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,007 Foster and Ingram,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,008 Jackson,Randolph County,17,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,008 Jackson,Randolph County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,008 Jackson,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,008 Jackson,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,009 Janes Creek,Randolph County,22,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,009 Janes Creek,Randolph County,16,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,009 Janes Creek,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,009 Janes Creek,Randolph County,3,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,010 Little Black,Randolph County,21,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,010 Little Black,Randolph County,15,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,010 Little Black,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,010 Little Black,Randolph County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,011 OKean and Wiley,Randolph County,31,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,011 OKean and Wiley,Randolph County,7,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,011 OKean and Wiley,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,011 OKean and Wiley,Randolph County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,012 Reyno,Randolph County,51,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,012 Reyno,Randolph County,32,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,012 Reyno,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,012 Reyno,Randolph County,13,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,013 Richardson and Siloam,Randolph County,48,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,013 Richardson and Siloam,Randolph County,17,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,013 Richardson and Siloam,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,013 Richardson and Siloam,Randolph County,3,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,014 East Roanoke,Randolph County,25,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,014 East Roanoke,Randolph County,12,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,014 East Roanoke,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,014 East Roanoke,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,015 West Roanoke,Randolph County,30,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,015 West Roanoke,Randolph County,9,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,015 West Roanoke,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,015 West Roanoke,Randolph County,3,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,016 Running Lake,Randolph County,17,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,016 Running Lake,Randolph County,19,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,016 Running Lake,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,016 Running Lake,Randolph County,4,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,017 Shiloh,Randolph County,42,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,017 Shiloh,Randolph County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,017 Shiloh,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,017 Shiloh,Randolph County,4,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,018 Union,Randolph County,4,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,018 Union,Randolph County,6,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,018 Union,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,018 Union,Randolph County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,019 Warm Springs,Randolph County,6,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,019 Warm Springs,Randolph County,14,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,019 Warm Springs,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,019 Warm Springs,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,020 Water Valley,Randolph County,14,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,020 Water Valley,Randolph County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,020 Water Valley,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,020 Water Valley,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,021 Ward One,Randolph County,77,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,021 Ward One,Randolph County,53,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,021 Ward One,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,021 Ward One,Randolph County,11,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,022 Ward Two,Randolph County,65,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,022 Ward Two,Randolph County,35,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,022 Ward Two,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,022 Ward Two,Randolph County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,023 Ward Three,Randolph County,94,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,023 Ward Three,Randolph County,40,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,023 Ward Three,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,023 Ward Three,Randolph County,8,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,024 Demun Rural,Randolph County,36,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,024 Demun Rural,Randolph County,19,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,024 Demun Rural,Randolph County,0,
