county,precinct,office,district,party,candidate,votes,provisional,early_voting,absentee,election_day
Ashley,FOUNTAIN HILL CITY,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,26,1,7,0,18
Ashley,FOUNTAIN HILL RURAL,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,113,0,42,0,71
Ashley,PORTLAND CITY,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,101,0,13,0,88
Ashley,PORTLAND RURAL,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,17,0,1,0,16
Ashley,BOYDELL,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,4,0,1,0,3
Ashley,SNYDER / TRAFALGAR,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,19,0,13,1,5
Ashley,MONTROSE CITY,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,38,0,8,0,30
Ashley,MONTROSE RURAL,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,2,0,0,0,2
Ashley,PARKDALE CITY,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,37,0,9,1,27
Ashley,PARKDALE RURAL,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,4,0,1,0,3
Ashley,WILMOT CITY,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,68,0,9,5,54
Ashley,WILMOT RURAL,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,25,0,10,1,14
Ashley,CW1,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,185,1,123,8,53
Ashley,CW2,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,225,0,138,15,72
Ashley,CW3,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,417,0,268,10,139
Ashley,NCE,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,247,1,132,6,108
Ashley,NCW,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,141,0,76,5,60
Ashley,WCR,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,270,0,163,3,104
Ashley,VOTECH,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,132,0,70,0,62
Ashley,COOTER,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,121,0,42,1,78
Ashley,HICKORY GROVE,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,283,0,199,4,80
Ashley,CROSSROADS,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,172,0,83,2,87
Ashley,HW3,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,79,0,49,0,30
Ashley,HW2,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,58,0,38,0,20
Ashley,HW1,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,26,1,15,0,10
Ashley,HAMBURG RURAL,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,134,0,90,4,40
Ashley,MT ZION,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,59,0,40,0,19
Ashley,MILO,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,121,0,50,1,70
Ashley,BEECH CREEK,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,7,0,5,0,2
Ashley,MIST,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,23,0,14,0,9
Ashley,FOUNTAIN HILL CITY,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,15,0,4,0,11
Ashley,FOUNTAIN HILL RURAL,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,70,0,20,5,45
Ashley,PORTLAND CITY,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,46,0,5,6,35
Ashley,PORTLAND RURAL,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,4,0,1,0,3
Ashley,BOYDELL,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,3,0,0,0,3
Ashley,SNYDER / TRAFALGAR,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,16,0,12,0,4
Ashley,MONTROSE CITY,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,13,0,1,0,12
Ashley,MONTROSE RURAL,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,1,0,0,0,1
Ashley,PARKDALE CITY,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,11,0,4,0,7
Ashley,PARKDALE RURAL,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,2,0,1,0,1
Ashley,WILMOT CITY,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,31,0,15,0,16
Ashley,WILMOT RURAL,ASHLEY COUNTY CORONER,,REP,REP KEITH MEDDERS,21,0,7,0,14
Ashley,CW1,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,166,0,102,5,59
Ashley,CW2,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,215,0,124,14,77
Ashley,CW3,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,438,0,297,9,132
Ashley,NCE,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,270,0,137,6,127
Ashley,NCW,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,151,0,76,5,70
Ashley,WCR,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,265,0,152,2,111
Ashley,VOTECH,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,144,0,76,1,67
Ashley,COOTER,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,118,0,41,1,76
Ashley,HICKORY GROVE,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,286,0,196,4,86
Ashley,CROSSROADS,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,228,0,114,1,113
Ashley,HW3,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,174,0,106,4,64
Ashley,HW2,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,115,0,79,2,34
Ashley,HW1,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,43,1,25,0,17
Ashley,HAMBURG RURAL,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,279,0,182,6,91
Ashley,MT ZION,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,60,0,38,0,22
Ashley,MILO,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,220,0,103,6,111
Ashley,BEECH CREEK,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,10,0,4,0,6
Ashley,MIST,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,47,1,31,0,15
Ashley,FOUNTAIN HILL CITY,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,32,1,6,0,25
Ashley,FOUNTAIN HILL RURAL,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,135,0,48,3,84
Ashley,PORTLAND CITY,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,77,0,13,4,60
Ashley,PORTLAND RURAL,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,11,0,1,0,10
Ashley,BOYDELL,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,5,0,2,0,3
Ashley,SNYDER / TRAFALGAR,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,26,0,19,1,6
Ashley,MONTROSE CITY,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,23,0,5,0,18
Ashley,MONTROSE RURAL,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,2,0,0,0,2
Ashley,PARKDALE CITY,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,24,0,7,1,16
Ashley,PARKDALE RURAL,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,5,0,2,0,3
Ashley,WILMOT CITY,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,53,0,15,1,37
Ashley,WILMOT RURAL,ASHLEY COUNTY JUDGE,,REP,REP JIM HUDSON,40,0,18,1,21
Ashley,CW1,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",147,3,104,7,33
Ashley,CW2,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",191,0,121,5,65
Ashley,CW3,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",164,0,94,1,69
Ashley,NCE,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",56,1,35,0,20
Ashley,NCW,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",42,0,18,1,23
Ashley,WCR,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",99,0,68,2,29
Ashley,VOTECH,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",45,1,25,1,18
Ashley,COOTER,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",42,0,14,0,28
Ashley,HICKORY GROVE,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",63,0,41,0,22
Ashley,CROSSROADS,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",64,0,38,1,25
Ashley,HW3,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",100,0,60,3,37
Ashley,HW2,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",76,1,41,1,33
Ashley,HW1,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",69,1,39,1,28
Ashley,HAMBURG RURAL,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",153,0,109,4,40
Ashley,MT ZION,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",48,0,32,3,13
Ashley,MILO,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",47,0,25,0,22
Ashley,BEECH CREEK,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",6,0,3,0,3
Ashley,MIST,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",11,0,9,0,2
Ashley,FOUNTAIN HILL CITY,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",12,0,6,0,6
Ashley,FOUNTAIN HILL RURAL,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",54,0,15,2,37
Ashley,PORTLAND CITY,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",72,0,5,2,65
Ashley,PORTLAND RURAL,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",9,0,1,0,8
Ashley,BOYDELL,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",3,0,0,0,3
Ashley,SNYDER / TRAFALGAR,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",9,0,6,0,3
Ashley,MONTROSE CITY,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",33,0,4,0,29
Ashley,MONTROSE RURAL,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",1,0,0,0,1
Ashley,PARKDALE CITY,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",27,0,5,0,22
Ashley,PARKDALE RURAL,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",1,0,0,0,1
Ashley,WILMOT CITY,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",53,0,10,5,38
Ashley,WILMOT RURAL,ASHLEY COUNTY JUDGE,,IND,"IND DENNIS F. HOLLAND, SR.",8,0,0,0,8
Ashley,HAMBURG RURAL,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,71,0,41,0,30
Ashley,MT ZION,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,6,0,5,0,1
Ashley,BEECH CREEK,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,13,0,6,0,7
Ashley,MIST,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,33,0,25,0,8
Ashley,FOUNTAIN HILL RURAL,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,0,0,0,0,0
Ashley,PORTLAND CITY,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,70,0,10,5,55
Ashley,PORTLAND RURAL,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,17,0,2,0,15
Ashley,BOYDELL,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,3,0,2,0,1
Ashley,SNYDER / TRAFALGAR,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,23,0,18,0,5
Ashley,MONTROSE CITY,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,13,0,3,0,10
Ashley,MONTROSE RURAL,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,2,0,0,0,2
Ashley,PARKDALE CITY,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,25,0,9,1,15
Ashley,PARKDALE RURAL,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,5,0,2,0,3
Ashley,WILMOT CITY,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,77,0,19,6,52
Ashley,WILMOT RURAL,JUSTICE OF PEACE DISTRICT #1,,IND,IND RON MILLER,45,0,18,1,26
Ashley,HAMBURG RURAL,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,25,0,19,0,6
Ashley,MT ZION,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,3,0,3,0,0
Ashley,BEECH CREEK,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,3,0,1,0,2
Ashley,MIST,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,12,1,8,0,3
Ashley,FOUNTAIN HILL RURAL,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,0,0,0,0,0
Ashley,PORTLAND CITY,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,83,0,8,2,73
Ashley,PORTLAND RURAL,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,5,0,0,0,5
Ashley,BOYDELL,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,4,0,0,0,4
Ashley,SNYDER / TRAFALGAR,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,12,0,7,1,4
Ashley,MONTROSE CITY,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,44,0,6,0,38
Ashley,MONTROSE RURAL,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,1,0,0,0,1
Ashley,PARKDALE CITY,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,31,0,5,0,26
Ashley,PARKDALE RURAL,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,1,0,0,0,1
Ashley,WILMOT CITY,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,38,0,7,0,31
Ashley,WILMOT RURAL,JUSTICE OF PEACE DISTRICT #1,,DEM,DEM BEN CARLTON LAWRENCE,3,0,0,0,3
Ashley,CW1,CROSSETT CITY MAYOR,,IND,IND CRYSTAL MARSHALL,301,2,199,14,86
Ashley,CW2,CROSSETT CITY MAYOR,,IND,IND CRYSTAL MARSHALL,391,0,236,18,137
Ashley,CW3,CROSSETT CITY MAYOR,,IND,IND CRYSTAL MARSHALL,569,0,368,9,192
Ashley,CW1,CROSSETT CITY CLERK / TREASURER,,IND,IND CLARK W. TERRELL,288,2,183,13,90
Ashley,CW2,CROSSETT CITY CLERK / TREASURER,,IND,IND CLARK W. TERRELL,379,0,232,17,130
Ashley,CW3,CROSSETT CITY CLERK / TREASURER,,IND,IND CLARK W. TERRELL,560,0,362,9,189
Ashley,CW1,CROSSETT ALDERMAN WARD 3 POSITION 2,,IND,IND ALYSSIA LE-WISE,135,0,91,6,38
Ashley,CW2,CROSSETT ALDERMAN WARD 3 POSITION 2,,IND,IND ALYSSIA LE-WISE,174,0,100,8,66
Ashley,CW3,CROSSETT ALDERMAN WARD 3 POSITION 2,,IND,IND ALYSSIA LE-WISE,201,0,123,2,76
Ashley,CW1,CROSSETT ALDERMAN WARD 3 POSITION 2,,IND,IND JAMES KNIGHT,173,3,111,8,51
Ashley,CW2,CROSSETT ALDERMAN WARD 3 POSITION 2,,IND,IND JAMES KNIGHT,215,0,136,10,69
Ashley,CW3,CROSSETT ALDERMAN WARD 3 POSITION 2,,IND,IND JAMES KNIGHT,371,0,249,8,114
Ashley,FOUNTAIN HILL CITY,FOUNTAIN HILL CITY MAYOR,,IND,IND ULRICA MCHENRY TROTTER,37,1,8,0,28
Ashley,FOUNTAIN HILL CITY,FOUNTAIN HILL CITY TREASURER / RECORDER,,IND,IND LINDA RILEY,36,1,8,0,27
Ashley,HW3,HAMBURG CITY MAYOR,,IND,IND DAVID STREETER,263,0,162,6,95
Ashley,HW2,HAMBURG CITY MAYOR,,IND,IND DAVID STREETER,183,1,116,3,63
Ashley,HW1,HAMBURG CITY MAYOR,,IND,IND DAVID STREETER,94,2,54,0,38
Ashley,HW3,HAMBURG CITY CLERK / TREASURER,,IND,IND MELISSA K. CARPENTER,259,0,160,6,93
Ashley,HW2,HAMBURG CITY CLERK / TREASURER,,IND,IND MELISSA K. CARPENTER,182,1,111,3,67
Ashley,HW1,HAMBURG CITY CLERK / TREASURER,,IND,IND MELISSA K. CARPENTER,101,2,61,1,37
Ashley,MONTROSE CITY,MONTROSE CITY MAYOR,,IND,IND JOSEPH L. CARLTON,52,0,7,0,45
Ashley,PORTLAND CITY,PORTLAND CITY MAYOR,,IND,IND THOMAS FRAZER,78,0,14,4,60
Ashley,PORTLAND CITY,PORTLAND CITY MAYOR,,IND,IND MICHELLE SANDERS DUNBAR,76,0,4,3,69
Ashley,PORTLAND CITY,PORTLAND CITY TREASURER / RECORDER,,IND,IND AMBER SPAULDING,131,0,17,5,109
Ashley,PORTLAND CITY,PORTLAND ALDERMAN WARD 1 POSITION 1,,IND,IND MARY ASHLEY WOODS,76,0,4,4,68
Ashley,PORTLAND CITY,PORTLAND ALDERMAN WARD 1 POSITION 1,,IND,IND ROBERT TAYLOR SPAULDING,75,0,14,3,58
Ashley,PORTLAND CITY,PORTLAND ALDERMAN WARD 1 POSITION 2,,IND,IND MARILYN WOODS-WEBB,75,0,4,3,68
Ashley,PORTLAND CITY,PORTLAND ALDERMAN WARD 1 POSITION 2,,IND,IND JERAD SELBY,77,0,14,4,59
Ashley,PARKDALE CITY,PARKDALE CITY MAYOR,,IND,"IND ROBERT BO PALMER, II",26,0,10,1,15
Ashley,PARKDALE CITY,PARKDALE CITY MAYOR,,IND,IND LATREACE TAYLOR,30,0,4,0,26
Ashley,WILMOT CITY,WILMOT CITY MAYOR,,IND,IND CAROLYN E. HARRIS,94,0,19,5,70
Ashley,CW1,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,133,1,90,8,34
Ashley,CW2,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,150,0,82,8,60
Ashley,CW3,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,220,0,141,4,75
Ashley,NCE,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,120,1,63,3,53
Ashley,NCW,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,87,0,38,6,43
Ashley,WCR,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,132,0,84,0,48
Ashley,VOTECH,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,66,1,38,1,26
Ashley,COOTER,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,44,0,14,0,30
Ashley,HICKORY GROVE,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,122,0,73,2,47
Ashley,CROSSROADS,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,92,0,55,0,37
Ashley,HW3,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,110,0,65,2,43
Ashley,HW2,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,80,0,48,0,32
Ashley,HW1,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,41,1,20,0,20
Ashley,HAMBURG RURAL,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,159,0,94,7,58
Ashley,MT ZION,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,45,0,26,2,17
Ashley,MILO,Issue No. 1: A Constitutional Amendment to allow the General Assembly to Convene in Extraordinary Session Upon the Issuance of a Joint Written Proclamation of the Speaker of the House of Representatives and the President Pro Tempore of the Senate or Upon the Submission of a Written Proclamation Containing the Signatures of At Least Two-Thirds (2/3) of the Members of the House of Representatives and At Least Two-Thirds (2/3) of the Members of the Senate to the Speaker of the House of Representatives and the President Pro Tempore of the Senate Requesting that the General Assembly Convene in Extraordinary Session,,NPT,FOR,86,0,47,5,34
