county,precinct,office,district,party,candidate,votes,election_day,absentee,early_vote_horseshoe_bend,provisional,early_vote_ozarka
Izard,FRANKLIN CITY,Auditor of State,,REP,Auditor Andrea Lea,68,59,0,0,0,9
Izard,FRANKLIN RURAL,Auditor of State,,REP,Auditor Andrea Lea,45,34,0,2,0,9
Izard,GID,Auditor of State,,REP,Auditor Andrea Lea,81,49,2,0,0,30
Izard,GUION CITY,Auditor of State,,REP,Auditor Andrea Lea,26,13,2,0,0,11
Izard,GUION RURAL,Auditor of State,,REP,Auditor Andrea Lea,8,5,0,0,0,3
Izard,HORSESHOE BEND RURAL,Auditor of State,,REP,Auditor Andrea Lea,12,10,0,0,0,2
Izard,HORSESHOE BEND - WARD 1,Auditor of State,,REP,Auditor Andrea Lea,59,32,0,21,0,6
Izard,HORSESHOE BEND - WARD 2,Auditor of State,,REP,Auditor Andrea Lea,196,97,9,64,0,26
Izard,HORSESHOE BEND - WARD 3,Auditor of State,,REP,Auditor Andrea Lea,133,63,4,49,0,17
Izard,HORSESHOE BEND - WARD 4,Auditor of State,,REP,Auditor Andrea Lea,223,85,4,96,0,38
Izard,KNOB CREEK,Auditor of State,,REP,Auditor Andrea Lea,23,10,0,0,0,13
Izard,LACROSSE,Auditor of State,,REP,Auditor Andrea Lea,50,17,0,0,0,33
Izard,LAFFERTY,Auditor of State,,REP,Auditor Andrea Lea,13,7,1,0,0,5
Izard,LARKIN,Auditor of State,,REP,Auditor Andrea Lea,30,13,0,0,0,17
Izard,MELBOURNE RURAL,Auditor of State,,REP,Auditor Andrea Lea,136,54,11,0,0,71
Izard,MELBOURNE - WARD 1,Auditor of State,,REP,Auditor Andrea Lea,138,38,2,0,2,96
Izard,MELBOURNE - WARD 2,Auditor of State,,REP,Auditor Andrea Lea,120,26,5,0,0,89
Izard,MELBOURNE - WARD 3,Auditor of State,,REP,Auditor Andrea Lea,82,20,4,0,0,58
Izard,MELBOURNE - WARD 4,Auditor of State,,REP,Auditor Andrea Lea,188,57,3,0,0,128
Izard,MOUNT PLEASANT CITY,Auditor of State,,REP,Auditor Andrea Lea,142,81,0,0,0,61
Izard,MOUNT PLEASANT RURAL,Auditor of State,,REP,Auditor Andrea Lea,122,81,0,0,1,40
Izard,MYRON,Auditor of State,,REP,Auditor Andrea Lea,35,27,0,1,0,7
Izard,NEWBURG,Auditor of State,,REP,Auditor Andrea Lea,59,24,0,0,0,35
Izard,OXFORD CITY,Auditor of State,,REP,Auditor Andrea Lea,184,123,6,0,0,55
Izard,OXFORD CITY IN BROCKWELL,Auditor of State,,REP,Auditor Andrea Lea,4,1,0,0,0,3
Izard,OXFORD RURAL,Auditor of State,,REP,Auditor Andrea Lea,40,28,0,0,0,12
Izard,PINEVILLE CITY,Auditor of State,,REP,Auditor Andrea Lea,56,50,0,0,0,6
Izard,PINEVILLE RURAL,Auditor of State,,REP,Auditor Andrea Lea,84,73,2,0,0,9
Izard,SAGE,Auditor of State,,REP,Auditor Andrea Lea,132,37,3,0,0,92
Izard,SAGE IN MELBOURNE WARD 4,Auditor of State,,REP,Auditor Andrea Lea,3,0,0,0,0,3
Izard,STRAWBERRY,Auditor of State,,REP,Auditor Andrea Lea,45,29,2,0,0,14
Izard,SYLAMORE,Auditor of State,,REP,Auditor Andrea Lea,81,36,3,0,0,42
Izard,TWIN CREEK,Auditor of State,,REP,Auditor Andrea Lea,33,18,0,0,1,14
Izard,VIOLET HILL,Auditor of State,,REP,Auditor Andrea Lea,114,49,4,0,0,61
Izard,WIDEMAN,Auditor of State,,REP,Auditor Andrea Lea,30,13,2,0,0,15
Izard,WISEMAN,Auditor of State,,REP,Auditor Andrea Lea,33,26,0,1,0,6
Izard,ZION,Auditor of State,,REP,Auditor Andrea Lea,124,83,1,0,2,38
Izard,BIG SPRING,Commissioner of State Lands,,LIB,T.J. Campbell,2,2,0,0,0,0
Izard,BOSWELL,Commissioner of State Lands,,LIB,T.J. Campbell,5,5,0,0,0,0
Izard,BROCKWELL,Commissioner of State Lands,,LIB,T.J. Campbell,9,8,0,0,0,1
Izard,CALICO ROCK RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,4,4,0,0,0,0
Izard,CALICO ROCK - WARD 1,Commissioner of State Lands,,LIB,T.J. Campbell,2,2,0,0,0,0
Izard,CALICO ROCK - WARD 2,Commissioner of State Lands,,LIB,T.J. Campbell,8,7,0,0,0,1
Izard,CALICO ROCK - WARD 3,Commissioner of State Lands,,LIB,T.J. Campbell,3,1,0,0,0,2
Izard,CALICO ROCK - WARD 4,Commissioner of State Lands,,LIB,T.J. Campbell,1,1,0,0,0,0
Izard,CLAIBORNE,Commissioner of State Lands,,LIB,T.J. Campbell,4,2,0,0,0,2
Izard,DOLPH,Commissioner of State Lands,,LIB,T.J. Campbell,7,6,0,0,0,1
Izard,FRANKLIN CITY,Commissioner of State Lands,,LIB,T.J. Campbell,1,1,0,0,0,0
Izard,FRANKLIN RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,GID,Commissioner of State Lands,,LIB,T.J. Campbell,3,3,0,0,0,0
Izard,GUION CITY,Commissioner of State Lands,,LIB,T.J. Campbell,1,1,0,0,0,0
Izard,GUION RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,HORSESHOE BEND RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,1,0,0,0,0,1
Izard,HORSESHOE BEND - WARD 1,Commissioner of State Lands,,LIB,T.J. Campbell,2,0,0,2,0,0
Izard,HORSESHOE BEND - WARD 2,Commissioner of State Lands,,LIB,T.J. Campbell,8,4,1,2,0,1
Izard,HORSESHOE BEND - WARD 3,Commissioner of State Lands,,LIB,T.J. Campbell,6,3,0,3,0,0
Izard,HORSESHOE BEND - WARD 4,Commissioner of State Lands,,LIB,T.J. Campbell,3,2,0,0,0,1
Izard,KNOB CREEK,Commissioner of State Lands,,LIB,T.J. Campbell,2,2,0,0,0,0
Izard,LACROSSE,Commissioner of State Lands,,LIB,T.J. Campbell,2,1,0,0,0,1
Izard,LAFFERTY,Commissioner of State Lands,,LIB,T.J. Campbell,2,2,0,0,0,0
Izard,LARKIN,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,MELBOURNE RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,5,2,0,0,0,3
Izard,MELBOURNE - WARD 1,Commissioner of State Lands,,LIB,T.J. Campbell,9,2,0,0,0,7
Izard,MELBOURNE - WARD 2,Commissioner of State Lands,,LIB,T.J. Campbell,3,1,0,0,0,2
Izard,MELBOURNE - WARD 3,Commissioner of State Lands,,LIB,T.J. Campbell,3,1,0,0,0,2
Izard,MELBOURNE - WARD 4,Commissioner of State Lands,,LIB,T.J. Campbell,2,1,0,0,0,1
Izard,MOUNT PLEASANT CITY,Commissioner of State Lands,,LIB,T.J. Campbell,4,1,0,0,0,3
Izard,MOUNT PLEASANT RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,8,7,0,0,0,1
Izard,MYRON,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,NEWBURG,Commissioner of State Lands,,LIB,T.J. Campbell,1,1,0,0,0,0
Izard,OXFORD CITY,Commissioner of State Lands,,LIB,T.J. Campbell,6,4,1,0,0,1
Izard,OXFORD CITY IN BROCKWELL,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,OXFORD RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,3,2,0,0,0,1
Izard,PINEVILLE CITY,Commissioner of State Lands,,LIB,T.J. Campbell,1,1,0,0,0,0
Izard,PINEVILLE RURAL,Commissioner of State Lands,,LIB,T.J. Campbell,2,2,0,0,0,0
Izard,SAGE,Commissioner of State Lands,,LIB,T.J. Campbell,3,1,0,0,0,2
Izard,SAGE IN MELBOURNE WARD 4,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,STRAWBERRY,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,SYLAMORE,Commissioner of State Lands,,LIB,T.J. Campbell,1,1,0,0,0,0
Izard,TWIN CREEK,Commissioner of State Lands,,LIB,T.J. Campbell,1,0,0,0,0,1
Izard,VIOLET HILL,Commissioner of State Lands,,LIB,T.J. Campbell,2,1,0,0,0,1
Izard,WIDEMAN,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,WISEMAN,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Izard,ZION,Commissioner of State Lands,,LIB,T.J. Campbell,6,4,0,0,0,2
Izard,BIG SPRING,Commissioner of State Lands,,DEM,Larry Williams,22,4,0,0,0,18
Izard,BOSWELL,Commissioner of State Lands,,DEM,Larry Williams,18,13,0,0,0,5
Izard,BROCKWELL,Commissioner of State Lands,,DEM,Larry Williams,32,16,2,0,0,14
Izard,CALICO ROCK RURAL,Commissioner of State Lands,,DEM,Larry Williams,25,10,0,0,0,15
Izard,CALICO ROCK - WARD 1,Commissioner of State Lands,,DEM,Larry Williams,13,9,0,0,0,4
Izard,CALICO ROCK - WARD 2,Commissioner of State Lands,,DEM,Larry Williams,29,21,2,0,0,6
Izard,CALICO ROCK - WARD 3,Commissioner of State Lands,,DEM,Larry Williams,19,18,0,0,0,1
Izard,CALICO ROCK - WARD 4,Commissioner of State Lands,,DEM,Larry Williams,20,16,0,0,0,4
Izard,CLAIBORNE,Commissioner of State Lands,,DEM,Larry Williams,13,10,0,0,0,3
Izard,DOLPH,Commissioner of State Lands,,DEM,Larry Williams,13,13,0,0,0,0
Izard,FRANKLIN CITY,Commissioner of State Lands,,DEM,Larry Williams,17,11,0,0,0,6
Izard,FRANKLIN RURAL,Commissioner of State Lands,,DEM,Larry Williams,24,19,2,0,0,3
Izard,GID,Commissioner of State Lands,,DEM,Larry Williams,13,7,0,0,0,6
Izard,GUION CITY,Commissioner of State Lands,,DEM,Larry Williams,5,3,0,0,0,2
Izard,GUION RURAL,Commissioner of State Lands,,DEM,Larry Williams,4,4,0,0,0,0
Izard,HORSESHOE BEND RURAL,Commissioner of State Lands,,DEM,Larry Williams,2,0,0,0,0,2
Izard,HORSESHOE BEND - WARD 1,Commissioner of State Lands,,DEM,Larry Williams,31,14,0,10,0,7
Izard,HORSESHOE BEND - WARD 2,Commissioner of State Lands,,DEM,Larry Williams,62,30,6,17,0,9
Izard,HORSESHOE BEND - WARD 3,Commissioner of State Lands,,DEM,Larry Williams,56,23,1,20,0,12
Izard,HORSESHOE BEND - WARD 4,Commissioner of State Lands,,DEM,Larry Williams,58,20,5,17,0,16
Izard,KNOB CREEK,Commissioner of State Lands,,DEM,Larry Williams,4,2,0,0,0,2
Izard,LACROSSE,Commissioner of State Lands,,DEM,Larry Williams,15,3,0,0,0,12
Izard,LAFFERTY,Commissioner of State Lands,,DEM,Larry Williams,0,0,0,0,0,0
Izard,LARKIN,Commissioner of State Lands,,DEM,Larry Williams,7,3,0,0,0,4
Izard,MELBOURNE RURAL,Commissioner of State Lands,,DEM,Larry Williams,36,7,2,0,0,27
Izard,MELBOURNE - WARD 1,Commissioner of State Lands,,DEM,Larry Williams,47,12,0,0,1,34
Izard,MELBOURNE - WARD 2,Commissioner of State Lands,,DEM,Larry Williams,35,6,2,0,0,27
Izard,MELBOURNE - WARD 3,Commissioner of State Lands,,DEM,Larry Williams,26,9,2,0,0,15
Izard,MELBOURNE - WARD 4,Commissioner of State Lands,,DEM,Larry Williams,55,14,0,0,0,41
Izard,MOUNT PLEASANT CITY,Commissioner of State Lands,,DEM,Larry Williams,30,15,0,0,0,15
Izard,MOUNT PLEASANT RURAL,Commissioner of State Lands,,DEM,Larry Williams,24,17,0,0,0,7
Izard,MYRON,Commissioner of State Lands,,DEM,Larry Williams,16,12,0,1,0,3
Izard,NEWBURG,Commissioner of State Lands,,DEM,Larry Williams,18,8,0,0,0,10
Izard,OXFORD CITY,Commissioner of State Lands,,DEM,Larry Williams,48,37,2,0,0,9
Izard,OXFORD CITY IN BROCKWELL,Commissioner of State Lands,,DEM,Larry Williams,1,0,0,0,0,1
Izard,OXFORD RURAL,Commissioner of State Lands,,DEM,Larry Williams,10,5,0,0,0,5
Izard,PINEVILLE CITY,Commissioner of State Lands,,DEM,Larry Williams,22,21,0,0,0,1
Izard,PINEVILLE RURAL,Commissioner of State Lands,,DEM,Larry Williams,29,26,1,0,0,2
Izard,SAGE,Commissioner of State Lands,,DEM,Larry Williams,35,9,0,0,0,26
Izard,SAGE IN MELBOURNE WARD 4,Commissioner of State Lands,,DEM,Larry Williams,4,1,0,0,0,3
Izard,STRAWBERRY,Commissioner of State Lands,,DEM,Larry Williams,18,9,1,0,0,8
Izard,SYLAMORE,Commissioner of State Lands,,DEM,Larry Williams,17,6,2,0,0,9
Izard,TWIN CREEK,Commissioner of State Lands,,DEM,Larry Williams,19,12,1,0,0,6
Izard,VIOLET HILL,Commissioner of State Lands,,DEM,Larry Williams,21,10,0,0,0,11
Izard,WIDEMAN,Commissioner of State Lands,,DEM,Larry Williams,6,5,0,0,0,1
Izard,WISEMAN,Commissioner of State Lands,,DEM,Larry Williams,9,8,0,1,0,0
Izard,ZION,Commissioner of State Lands,,DEM,Larry Williams,23,10,0,0,1,12
Izard,BIG SPRING,Commissioner of State Lands,,REP,Tommy Land,57,31,0,0,0,26
Izard,BOSWELL,Commissioner of State Lands,,REP,Tommy Land,49,21,1,0,0,27
Izard,BROCKWELL,Commissioner of State Lands,,REP,Tommy Land,88,50,0,0,0,38
Izard,CALICO ROCK RURAL,Commissioner of State Lands,,REP,Tommy Land,103,69,11,0,0,23
Izard,CALICO ROCK - WARD 1,Commissioner of State Lands,,REP,Tommy Land,34,25,1,0,0,8
Izard,CALICO ROCK - WARD 2,Commissioner of State Lands,,REP,Tommy Land,93,71,5,0,0,17
Izard,CALICO ROCK - WARD 3,Commissioner of State Lands,,REP,Tommy Land,81,57,0,0,1,23
Izard,CALICO ROCK - WARD 4,Commissioner of State Lands,,REP,Tommy Land,62,48,2,0,0,12
Izard,CLAIBORNE,Commissioner of State Lands,,REP,Tommy Land,27,20,2,0,0,5
Izard,DOLPH,Commissioner of State Lands,,REP,Tommy Land,54,52,0,0,0,2
Izard,FRANKLIN CITY,Commissioner of State Lands,,REP,Tommy Land,63,58,0,0,0,5
Izard,FRANKLIN RURAL,Commissioner of State Lands,,REP,Tommy Land,39,28,0,2,0,9
Izard,GID,Commissioner of State Lands,,REP,Tommy Land,77,46,2,0,0,29
Izard,GUION CITY,Commissioner of State Lands,,REP,Tommy Land,23,11,2,0,0,10
Izard,GUION RURAL,Commissioner of State Lands,,REP,Tommy Land,6,3,0,0,0,3
Izard,HORSESHOE BEND RURAL,Commissioner of State Lands,,REP,Tommy Land,10,10,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,Commissioner of State Lands,,REP,Tommy Land,50,29,0,17,0,4
Izard,HORSESHOE BEND - WARD 2,Commissioner of State Lands,,REP,Tommy Land,175,89,6,60,0,20
Izard,HORSESHOE BEND - WARD 3,Commissioner of State Lands,,REP,Tommy Land,109,54,3,39,0,13
Izard,HORSESHOE BEND - WARD 4,Commissioner of State Lands,,REP,Tommy Land,208,78,3,93,0,34
Izard,KNOB CREEK,Commissioner of State Lands,,REP,Tommy Land,19,7,0,0,0,12
Izard,LACROSSE,Commissioner of State Lands,,REP,Tommy Land,45,16,0,0,0,29
Izard,LAFFERTY,Commissioner of State Lands,,REP,Tommy Land,13,7,1,0,0,5
Izard,LARKIN,Commissioner of State Lands,,REP,Tommy Land,26,9,0,0,0,17
Izard,MELBOURNE RURAL,Commissioner of State Lands,,REP,Tommy Land,120,52,11,0,0,57
Izard,MELBOURNE - WARD 1,Commissioner of State Lands,,REP,Tommy Land,118,33,2,0,1,82
Izard,MELBOURNE - WARD 2,Commissioner of State Lands,,REP,Tommy Land,98,24,3,0,0,71
Izard,MELBOURNE - WARD 3,Commissioner of State Lands,,REP,Tommy Land,66,15,3,0,0,48
Izard,MELBOURNE - WARD 4,Commissioner of State Lands,,REP,Tommy Land,163,49,3,0,0,111
Izard,MOUNT PLEASANT CITY,Commissioner of State Lands,,REP,Tommy Land,128,75,0,0,0,53
Izard,MOUNT PLEASANT RURAL,Commissioner of State Lands,,REP,Tommy Land,113,73,0,0,1,39
Izard,MYRON,Commissioner of State Lands,,REP,Tommy Land,29,23,0,0,0,6
Izard,NEWBURG,Commissioner of State Lands,,REP,Tommy Land,51,20,0,0,0,31
Izard,OXFORD CITY,Commissioner of State Lands,,REP,Tommy Land,166,107,6,0,0,53
Izard,OXFORD CITY IN BROCKWELL,Commissioner of State Lands,,REP,Tommy Land,3,1,0,0,0,2
Izard,OXFORD RURAL,Commissioner of State Lands,,REP,Tommy Land,37,26,0,0,0,11
Izard,PINEVILLE CITY,Commissioner of State Lands,,REP,Tommy Land,47,42,0,0,0,5
Izard,PINEVILLE RURAL,Commissioner of State Lands,,REP,Tommy Land,75,65,2,0,0,8
Izard,SAGE,Commissioner of State Lands,,REP,Tommy Land,113,31,3,0,0,79
Izard,SAGE IN MELBOURNE WARD 4,Commissioner of State Lands,,REP,Tommy Land,2,0,0,0,0,2
Izard,STRAWBERRY,Commissioner of State Lands,,REP,Tommy Land,38,26,1,0,0,11
Izard,SYLAMORE,Commissioner of State Lands,,REP,Tommy Land,80,35,3,0,0,42
Izard,TWIN CREEK,Commissioner of State Lands,,REP,Tommy Land,30,17,0,0,1,12
Izard,VIOLET HILL,Commissioner of State Lands,,REP,Tommy Land,108,47,4,0,0,57
Izard,WIDEMAN,Commissioner of State Lands,,REP,Tommy Land,28,11,2,0,0,15
Izard,WISEMAN,Commissioner of State Lands,,REP,Tommy Land,30,24,0,0,0,6
Izard,ZION,Commissioner of State Lands,,REP,Tommy Land,117,81,1,0,1,34
Izard,BIG SPRING,State Senate,19,DEM,Susi Epperson,24,7,0,0,0,17
Izard,BOSWELL,State Senate,19,DEM,Susi Epperson,22,14,0,0,0,8
Izard,BROCKWELL,State Senate,19,DEM,Susi Epperson,41,21,2,0,0,18
Izard,CALICO ROCK RURAL,State Senate,19,DEM,Susi Epperson,26,13,0,0,0,13
Izard,CALICO ROCK - WARD 1,State Senate,19,DEM,Susi Epperson,13,9,0,0,0,4
Izard,CALICO ROCK - WARD 2,State Senate,19,DEM,Susi Epperson,38,28,2,0,0,8
Izard,CALICO ROCK - WARD 3,State Senate,19,DEM,Susi Epperson,17,16,0,0,0,1
Izard,CALICO ROCK - WARD 4,State Senate,19,DEM,Susi Epperson,20,16,0,0,0,4
Izard,CLAIBORNE,State Senate,19,DEM,Susi Epperson,12,8,0,0,0,4
Izard,DOLPH,State Senate,19,DEM,Susi Epperson,18,17,0,0,0,1
Izard,FRANKLIN CITY,State Senate,19,DEM,Susi Epperson,18,14,0,0,0,4
Izard,FRANKLIN RURAL,State Senate,19,DEM,Susi Epperson,28,22,2,0,0,4
Izard,GID,State Senate,19,DEM,Susi Epperson,19,12,0,0,0,7
Izard,GUION CITY,State Senate,19,DEM,Susi Epperson,6,5,0,0,0,1
Izard,GUION RURAL,State Senate,19,DEM,Susi Epperson,6,6,0,0,0,0
Izard,HORSESHOE BEND RURAL,State Senate,19,DEM,Susi Epperson,4,1,0,0,0,3
Izard,HORSESHOE BEND - WARD 1,State Senate,19,DEM,Susi Epperson,34,15,0,11,0,8
Izard,HORSESHOE BEND - WARD 2,State Senate,19,DEM,Susi Epperson,67,35,7,16,0,9
Izard,HORSESHOE BEND - WARD 3,State Senate,19,DEM,Susi Epperson,55,25,1,16,0,13
Izard,HORSESHOE BEND - WARD 4,State Senate,19,DEM,Susi Epperson,64,20,5,21,0,18
Izard,KNOB CREEK,State Senate,19,DEM,Susi Epperson,7,3,0,0,0,4
Izard,LACROSSE,State Senate,19,DEM,Susi Epperson,19,6,0,0,0,13
Izard,LAFFERTY,State Senate,19,DEM,Susi Epperson,1,1,0,0,0,0
Izard,LARKIN,State Senate,19,DEM,Susi Epperson,7,1,0,0,0,6
Izard,MELBOURNE RURAL,State Senate,19,DEM,Susi Epperson,38,13,2,0,0,23
Izard,MELBOURNE - WARD 1,State Senate,19,DEM,Susi Epperson,62,17,1,0,1,43
Izard,MELBOURNE - WARD 2,State Senate,19,DEM,Susi Epperson,34,9,0,0,0,25
Izard,MELBOURNE - WARD 3,State Senate,19,DEM,Susi Epperson,24,9,3,0,0,12
Izard,MELBOURNE - WARD 4,State Senate,19,DEM,Susi Epperson,53,14,0,0,0,39
Izard,MOUNT PLEASANT CITY,State Senate,19,DEM,Susi Epperson,37,17,0,0,0,20
Izard,MOUNT PLEASANT RURAL,State Senate,19,DEM,Susi Epperson,34,23,0,0,0,11
Izard,MYRON,State Senate,19,DEM,Susi Epperson,16,12,0,1,0,3
Izard,NEWBURG,State Senate,19,DEM,Susi Epperson,26,10,0,0,0,16
Izard,OXFORD CITY,State Senate,19,DEM,Susi Epperson,67,53,3,0,0,11
Izard,OXFORD CITY IN BROCKWELL,State Senate,19,DEM,Susi Epperson,4,1,0,0,0,3
Izard,OXFORD RURAL,State Senate,19,DEM,Susi Epperson,12,8,0,0,0,4
Izard,PINEVILLE CITY,State Senate,19,DEM,Susi Epperson,27,26,0,0,0,1
Izard,PINEVILLE RURAL,State Senate,19,DEM,Susi Epperson,24,22,1,0,0,1
Izard,SAGE,State Senate,19,DEM,Susi Epperson,41,13,0,0,0,28
Izard,SAGE IN MELBOURNE WARD 4,State Senate,19,DEM,Susi Epperson,3,1,0,0,0,2
Izard,STRAWBERRY,State Senate,19,DEM,Susi Epperson,17,10,1,0,0,6
Izard,SYLAMORE,State Senate,19,DEM,Susi Epperson,18,6,2,0,0,10
Izard,TWIN CREEK,State Senate,19,DEM,Susi Epperson,22,14,1,0,0,7
Izard,VIOLET HILL,State Senate,19,DEM,Susi Epperson,28,12,0,0,0,16
Izard,WIDEMAN,State Senate,19,DEM,Susi Epperson,8,7,0,0,0,1
Izard,WISEMAN,State Senate,19,DEM,Susi Epperson,11,10,0,1,0,0
Izard,ZION,State Senate,19,DEM,Susi Epperson,37,24,0,0,0,13
Izard,BIG SPRING,State Senate,19,REP,Representative James Sturch,53,29,0,0,0,24
Izard,BOSWELL,State Senate,19,REP,Representative James Sturch,50,25,1,0,0,24
Izard,BROCKWELL,State Senate,19,REP,Representative James Sturch,86,51,0,0,0,35
Izard,CALICO ROCK RURAL,State Senate,19,REP,Representative James Sturch,106,69,11,0,0,26
Izard,CALICO ROCK - WARD 1,State Senate,19,REP,Representative James Sturch,36,27,1,0,0,8
Izard,CALICO ROCK - WARD 2,State Senate,19,REP,Representative James Sturch,91,70,5,0,0,16
Izard,CALICO ROCK - WARD 3,State Senate,19,REP,Representative James Sturch,85,60,0,0,1,24
Izard,CALICO ROCK - WARD 4,State Senate,19,REP,Representative James Sturch,63,50,2,0,0,11
Izard,CLAIBORNE,State Senate,19,REP,Representative James Sturch,32,24,2,0,0,6
Izard,DOLPH,State Senate,19,REP,Representative James Sturch,56,54,0,0,0,2
Izard,FRANKLIN CITY,State Senate,19,REP,Representative James Sturch,63,56,0,0,0,7
Izard,FRANKLIN RURAL,State Senate,19,REP,Representative James Sturch,36,26,0,2,0,8
Izard,GID,State Senate,19,REP,Representative James Sturch,74,45,2,0,0,27
Izard,GUION CITY,State Senate,19,REP,Representative James Sturch,23,10,2,0,0,11
Izard,GUION RURAL,State Senate,19,REP,Representative James Sturch,4,1,0,0,0,3
Izard,HORSESHOE BEND RURAL,State Senate,19,REP,Representative James Sturch,9,9,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,State Senate,19,REP,Representative James Sturch,49,28,0,17,0,4
Izard,HORSESHOE BEND - WARD 2,State Senate,19,REP,Representative James Sturch,178,88,6,63,0,21
Izard,HORSESHOE BEND - WARD 3,State Senate,19,REP,Representative James Sturch,116,55,3,46,0,12
Izard,HORSESHOE BEND - WARD 4,State Senate,19,REP,Representative James Sturch,205,80,3,89,0,33
Izard,KNOB CREEK,State Senate,19,REP,Representative James Sturch,18,8,0,0,0,10
Izard,LACROSSE,State Senate,19,REP,Representative James Sturch,42,14,0,0,0,28
Izard,LAFFERTY,State Senate,19,REP,Representative James Sturch,13,7,1,0,0,5
Izard,LARKIN,State Senate,19,REP,Representative James Sturch,26,11,0,0,0,15
Izard,MELBOURNE RURAL,State Senate,19,REP,Representative James Sturch,124,48,11,0,0,65
Izard,MELBOURNE - WARD 1,State Senate,19,REP,Representative James Sturch,111,29,1,0,1,80
Izard,MELBOURNE - WARD 2,State Senate,19,REP,Representative James Sturch,100,22,5,0,0,73
Izard,MELBOURNE - WARD 3,State Senate,19,REP,Representative James Sturch,70,16,2,0,0,52
Izard,MELBOURNE - WARD 4,State Senate,19,REP,Representative James Sturch,166,50,3,0,0,113
Izard,MOUNT PLEASANT CITY,State Senate,19,REP,Representative James Sturch,126,74,0,0,0,52
Izard,MOUNT PLEASANT RURAL,State Senate,19,REP,Representative James Sturch,110,72,0,0,1,37
Izard,MYRON,State Senate,19,REP,Representative James Sturch,30,24,0,0,0,6
Izard,NEWBURG,State Senate,19,REP,Representative James Sturch,44,19,0,0,0,25
Izard,OXFORD CITY,State Senate,19,REP,Representative James Sturch,156,97,7,0,0,52
Izard,OXFORD CITY IN BROCKWELL,State Senate,19,REP,Representative James Sturch,0,0,0,0,0,0
Izard,OXFORD RURAL,State Senate,19,REP,Representative James Sturch,38,25,0,0,0,13
Izard,PINEVILLE CITY,State Senate,19,REP,Representative James Sturch,42,38,0,0,0,4
Izard,PINEVILLE RURAL,State Senate,19,REP,Representative James Sturch,81,70,2,0,0,9
Izard,SAGE,State Senate,19,REP,Representative James Sturch,110,28,3,0,0,79
Izard,SAGE IN MELBOURNE WARD 4,State Senate,19,REP,Representative James Sturch,3,0,0,0,0,3
Izard,STRAWBERRY,State Senate,19,REP,Representative James Sturch,38,24,1,0,0,13
Izard,SYLAMORE,State Senate,19,REP,Representative James Sturch,80,36,3,0,0,41
Izard,TWIN CREEK,State Senate,19,REP,Representative James Sturch,28,15,0,0,1,12
Izard,VIOLET HILL,State Senate,19,REP,Representative James Sturch,104,46,4,0,0,54
Izard,WIDEMAN,State Senate,19,REP,Representative James Sturch,26,9,2,0,0,15
Izard,WISEMAN,State Senate,19,REP,Representative James Sturch,28,22,0,0,0,6
Izard,ZION,State Senate,19,REP,Representative James Sturch,109,72,1,0,2,34
Izard,BIG SPRING,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,40,18,0,0,0,22
Izard,BOSWELL,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,24,18,0,0,0,6
Izard,BROCKWELL,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,72,42,2,0,0,28
Izard,CALICO ROCK RURAL,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,65,40,6,0,0,19
Izard,CALICO ROCK - WARD 1,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,22,13,1,0,0,8
Izard,CALICO ROCK - WARD 2,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,55,44,0,0,0,11
Izard,CALICO ROCK - WARD 3,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,55,39,0,0,1,15
Izard,CALICO ROCK - WARD 4,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,45,33,0,0,0,12
Izard,CLAIBORNE,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,15,10,2,0,0,3
Izard,DOLPH,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,46,44,0,0,0,2
